Number;Firstname;Surname;Birthday;Gender;Club;Nation;Type;Class;Starttime;Finish;RankValue;ExitStatus;Rank;RankPoints;Participated;ContestantId;Team;TotalPoints;TotalTime;TotalTimeFormatted;TotalDiffTimeFormatted;BonusSeconds;ClassId;DNB Cup 3/Junior Cup 1 normal-Points;DNB Cup 3/Junior Cup 1 normal-Time;DNB Cup 3/Junior Cup 1 normal-TimeFormatted;DNB Cup 3/Junior Cup 1 normal-DiffTimeFormatted;DNB Cup 3/Junior Cup 1 sprint-Points;DNB Cup 3/Junior Cup 1 sprint-Time;DNB Cup 3/Junior Cup 1 sprint-TimeFormatted;DNB Cup 3/Junior Cup 1 sprint-DiffTimeFormatted;NM JR DNB Cup 4/JR Cup 2-Points;NM JR DNB Cup 4/JR Cup 2-Time;NM JR DNB Cup 4/JR Cup 2-TimeFormatted;NM JR DNB Cup 4/JR Cup 2-DiffTimeFormatted;NSSF JR Cup 2 K18-19 liste-Points;NSSF JR Cup 2 K18-19 liste-Time;NSSF JR Cup 2 K18-19 liste-TimeFormatted;NSSF JR Cup 2 K18-19 liste-DiffTimeFormatted;NM JR DNB Cup 4/JR Cup 2-Points;NM JR DNB Cup 4/JR Cup 2-Time;NM JR DNB Cup 4/JR Cup 2-TimeFormatted;NM JR DNB Cup 4/JR Cup 2-DiffTimeFormatted;NM JR /JR Cup 2 K18-19-Points;NM JR /JR Cup 2 K18-19-Time;NM JR /JR Cup 2 K18-19-TimeFormatted;NM JR /JR Cup 2 K18-19-DiffTimeFormatted;DNB Cup 5 / Junior Cup 3 Sprint-Points;DNB Cup 5 / Junior Cup 3 Sprint-Time;DNB Cup 5 / Junior Cup 3 Sprint-TimeFormatted;DNB Cup 5 / Junior Cup 3 Sprint-DiffTimeFormatted;DNB Cup 5 / Junior Cup 3  Normal-Points;DNB Cup 5 / Junior Cup 3  Normal-Time;DNB Cup 5 / Junior Cup 3  Normal-TimeFormatted;DNB Cup 5 / Junior Cup 3  Normal-DiffTimeFormatted;NM Normal -Senior, NM Normal - Junior-Points;NM Normal -Senior, NM Normal - Junior-Time;NM Normal -Senior, NM Normal - Junior-TimeFormatted;NM Normal -Senior, NM Normal - Junior-DiffTimeFormatted;DNB Cup 6/Junior Cup 4, 10.03.2018-Points;DNB Cup 6/Junior Cup 4, 10.03.2018-Time;DNB Cup 6/Junior Cup 4, 10.03.2018-TimeFormatted;DNB Cup 6/Junior Cup 4, 10.03.2018-DiffTimeFormatted;Junior Cup 4 - Sprint M19-Points;Junior Cup 4 - Sprint M19-Time;Junior Cup 4 - Sprint M19-TimeFormatted;Junior Cup 4 - Sprint M19-DiffTimeFormatted;Junior Cup finale 5 - Fellesstart 17-19år-Points;Junior Cup finale 5 - Fellesstart 17-19år-Time;Junior Cup finale 5 - Fellesstart 17-19år-TimeFormatted;Junior Cup finale 5 - Fellesstart 17-19år-DiffTimeFormatted;Junior Cup finale 5 - Fellesstart 19-21år-Points;Junior Cup finale 5 - Fellesstart 19-21år-Time;Junior Cup finale 5 - Fellesstart 19-21år-TimeFormatted;Junior Cup finale 5 - Fellesstart 19-21år-DiffTimeFormatted
307;Cornelia Zachariassen;Rørvik;0;f;Sandnes Skiskytterlag;NO;Serie;K18-19;00:00:00.000;Mål;133.0;OK;15;0;7;694462;Team iSandnes;133.0;12556660;3:29:16.6;21:32.530;0;418651;NOR;0.0;2702700;45:02.7;7:56.0;15.0;1373500;22:53.5;2:01.6;;;;;24.0;1689700;28:09.7;2:24.0;;;;;22.0;1233200;20:33.2;0:58.5;32.0;1282900;21:22.9;0:28.3;36.0;2194950;36:34.9;0:52.6;;;;;;;;;;;;;4.0;2079710;34:39.7;6:35.3;;;;
308;Ingrid Kristine;Wright-Hagen;0;f;Åsnes Skiskytterlag;NO;Serie;K18-19;00:00:00.000;Mål;131.0;OK;16;0;7;3799351;NTG-L;131.0;12121590;3:22:01.5;14:17.460;0;418651;NOR;36.0;2372720;39:32.7;2:26.0;45.0;1279100;21:19.1;0:27.2;;;;;13.0;1733100;28:53.1;3:07.4;;;;;2.0;1296400;21:36.4;2:01.7;;;;;;;;;29.0;2123900;35:23.9;2:09.7;0.0;1318460;21:58.4;3:35.3;;;;;6.0;1997910;33:17.9;5:13.5;;;;
309;Marte Carlson;Møller;0;f;Trysilgutten IL;NO;Serie;K18-19;00:00:00.000;Mål;122.0;OK;17;0;7;4150504;Snow Team Trysil;122.0;12350770;3:25:50.7;18:06.640;0;418651;NOR;15.0;2568320;42:48.3;5:41.6;11.0;1389600;23:09.6;2:17.7;;;;;12.0;1745200;29:05.2;3:19.5;;;;;0.0;1309900;21:49.9;2:15.2;12.0;1347600;22:27.6;1:33.0;40.0;2180380;36:20.3;0:38.0;8.0;2271400;37:51.4;4:37.2;16.0;1233880;20:33.8;2:10.7;;;;;16.0;1885790;31:25.7;3:21.3;;;;
310;Andrine Øverland;Hatling;0;f;Fana IL;NO;Serie;K18-19;00:00:00.000;Mål;108.0;OK;18;0;7;694440;NTG-G;108.0;13290360;3:41:30.3;33:46.230;0;418651;NOR;2.0;2632770;43:52.7;6:46.0;0.0;1462500;24:22.5;3:30.6;;;;;19.0;1701300;28:21.3;2:35.6;;;;;26.0;1225000;20:25.0;0:50.3;16.0;1336300;22:16.3;1:21.7;6.0;2375680;39:35.6;3:53.3;17.0;2204400;36:44.4;3:30.2;0.0;1329590;22:09.5;3:46.4;;;;;22.0;1814910;30:14.9;2:10.5;;;;
311;Siri;Aas;0;f;Birkenes IL;NO;Serie;K18-19;00:00:00.000;Mål;97.0;OK;19;0;7;694452;Sirdal Ski;97.0;12563330;3:29:23.3;21:39.200;0;418651;NOR;9.0;2608920;43:28.9;6:22.2;3.0;1443400;24:03.4;3:11.5;;;;;0.0;1811000;30:11.0;4:25.3;;;;;45.0;1185500;19:45.5;0:10.8;26.0;1288900;21:28.9;0:34.3;0.0;2430450;40:30.4;4:48.1;2.0;2303300;38:23.3;5:09.1;0.0;1351360;22:31.3;4:08.2;;;;;12.0;1922310;32:02.3;3:57.9;;;;
312;Oda Støen;Kolkinn;0;f;Søndre Ål Sportsklubb;NO;Serie;K18-19;00:00:00.000;Mål;87.0;OK;20;0;7;4732743;Meråker vgs;87.0;11968670;3:19:28.6;11:44.540;0;418651;NOR;10.0;2600300;43:20.3;6:13.6;7.0;1411200;23:31.2;2:39.3;;;;;2.0;1779400;29:39.4;3:53.7;;;;;20.0;1238000;20:38.0;1:03.3;10.0;1353700;22:33.7;1:39.1;3.0;2402280;40:02.2;4:19.9;26.0;2146500;35:46.5;2:32.3;6.0;1271060;21:11.0;2:47.9;;;;;8.0;1947910;32:27.9;4:23.5;;;;
313;Nora Bakken;Heiberg;0;f;Fossum IF;NO;Serie;K18-19;00:00:00.000;Mål;84.0;OK;21;0;3;3766919;;84.0;5757140;1:35:57.1;Mangler 4;0;418651;NOR;;;;;;;;;;;;;21.0;1700800;28:20.8;2:35.1;;;;;;;;;;;;;50.0;2142330;35:42.3;0:00.0;;;;;;;;;;;;;13.0;1914010;31:54.0;3:49.6;;;;
314;Augusta;Idland;0;f;Figgjo IL;NO;Serie;K18-19;00:00:00.000;Mål;82.0;OK;22;0;7;4706523;Team iSandnes;82.0;12954430;3:35:54.4;28:10.300;0;418651;NOR;0.0;2709540;45:09.5;8:02.8;21.0;1328100;22:08.1;1:16.2;;;;;4.0;1772100;29:32.1;3:46.4;;;;;0.0;1304300;21:44.3;2:09.6;40.0;1272200;21:12.2;0:17.6;12.0;2286590;38:06.5;2:24.2;5.0;2281600;38:01.6;4:47.4;;;;;;;;;;;;;;;;
315;Ingrid;Idland;0;f;Figgjo IL;NO;Serie;K18-19;00:00:00.000;Mål;80.0;OK;23;0;7;617192;Team iSandnes;80.0;12597230;3:29:57.2;22:13.100;0;418651;NOR;19.0;2487180;41:27.1;4:20.4;12.0;1384800;23:04.8;2:12.9;;;;;9.0;1756000;29:16.0;3:30.3;;;;;10.0;1277100;21:17.1;1:42.4;17.0;1328000;22:08.0;1:13.4;8.0;2334210;38:54.2;3:11.9;;;;;;;;;;;;;5.0;2029940;33:49.9;5:45.5;;;;
316;Emma Krogh;Pedersen;0;f;Bardu IL;NO;Serie;K18-19;00:00:00.000;Mål;78.0;OK;24;0;7;2821543;Nordreisa vgs;78.0;13480010;3:44:40.0;36:55.880;0;418651;NOR;8.0;2610930;43:30.9;6:24.2;20.0;1331900;22:11.9;1:20.0;;;;;0.0;1784900;29:44.9;3:59.2;;;;;18.0;1249700;20:49.7;1:15.0;0.0;1469000;24:29.0;3:34.4;10.0;2315430;38:35.4;2:53.1;12.0;2243600;37:23.6;4:09.4;0.0;1299960;21:39.9;3:16.8;;;;;10.0;1943550;32:23.5;4:19.1;;;;
317;Nora Landerud;Svingen;0;f;Svene IL;NO;Serie;K18-19;00:00:00.000;Mål;78.0;OK;25;0;7;1943442;NTG-G;78.0;11518910;3:11:58.9;4:14.780;0;418651;NOR;6.0;2622850;43:42.8;6:36.1;5.0;1427100;23:47.1;2:55.2;;;;;7.0;1759200;29:19.2;3:33.5;;;;;9.0;1277600;21:17.6;1:42.9;20.0;1324200;22:04.2;1:09.6;0.0;2452040;40:52.0;5:09.7;3.0;2295300;38:15.3;5:01.1;14.0;1240440;20:40.4;2:17.3;;;;;17.0;1867520;31:07.5;3:03.1;;;;
318;Andrine Håstul;Flom;0;f;Drangedal Idrettslag - Skiskyting;NO;Serie;K18-19;00:00:00.000;Mål;76.0;OK;26;0;7;345261;Meråker vgs;76.0;12749780;3:32:29.7;24:45.650;0;418651;NOR;0.0;2654300;44:14.3;7:07.6;0.0;1519700;25:19.7;4:27.8;;;;;17.0;1727600;28:47.6;3:01.9;;;;;0.0;1358100;22:38.1;3:03.4;19.0;1326800;22:06.8;1:12.2;2.0;2406890;40:06.8;4:24.5;0.0;2359000;39:19.0;6:04.8;29.0;1167800;19:27.8;1:04.7;;;;;9.0;1946690;32:26.6;4:22.2;;;;
319;Amalie Kristine;Triumf;0;f;Nordreisa IL;NO;Serie;K18-19;00:00:00.000;Mål;75.0;OK;27;0;7;941444;Nordreisa vgs;75.0;12909300;3:35:09.3;27:25.170;0;418651;NOR;4.0;2629230;43:49.2;6:42.5;0.0;1544200;25:44.2;4:52.3;;;;;1.0;1779500;29:39.5;3:53.8;;;;;3.0;1290100;21:30.1;1:55.4;18.0;1327500;22:07.5;1:12.9;17.0;2260780;37:40.7;1:58.4;15.0;2222200;37:02.2;3:48.0;4.0;1274490;21:14.4;2:51.3;;;;;14.0;1905000;31:45.0;3:40.6;;;;
320;Marte Eriksen;Hensema;0;f;Bødalen IF;NO;Serie;K18-19;00:00:00.000;Mål;71.0;OK;28;0;7;3750020;Team Kongsberg;71.0;12569450;3:29:29.4;21:45.320;0;418651;NOR;5.0;2624120;43:44.1;6:37.4;10.0;1407000;23:27.0;2:35.1;;;;;5.0;1765400;29:25.4;3:39.7;;;;;0.0;1309200;21:49.2;2:14.5;29.0;1286500;21:26.5;0:31.9;0.0;2561930;42:41.9;6:59.6;11.0;2245200;37:25.2;4:11.0;0.0;1366180;22:46.1;4:23.0;;;;;11.0;1932030;32:12.0;4:07.6;;;;
321;Sara;BORCHGREVINK;0;f;Fossum IF;NO;Serie;K18-19;00:00:00.000;Mål;69.0;OK;29;0;7;431925;Wang Toppidrett;69.0;12849730;3:34:09.7;26:25.600;0;418651;NOR;12.0;2586570;43:06.5;5:59.8;0.0;1565400;26:05.4;5:13.5;;;;;0.0;1831900;30:31.9;4:46.2;;;;;0.0;1297000;21:37.0;2:02.3;15.0;1336500;22:16.5;1:21.9;0.0;2441850;40:41.8;4:59.5;13.0;2241800;37:21.8;4:07.6;26.0;1177830;19:37.8;1:14.7;;;;;3.0;2109730;35:09.7;7:05.3;;;;
322;Ingvild Tronstad;ANDERSEN;0;f;IL Bevern;NO;Serie;K18-19;00:00:00.000;Mål;67.0;OK;30;0;7;3649571;Team Kongsberg;67.0;12990140;3:36:30.1;28:46.010;0;418651;NOR;16.0;2539860;42:19.8;5:13.1;18.0;1361900;22:41.9;1:50.0;;;;;0.0;1806100;30:06.1;4:20.4;;;;;14.0;1262000;21:02.0;1:27.3;0.0;1433100;23:53.1;2:58.5;19.0;2240880;37:20.8;1:38.5;0.0;2346300;39:06.3;5:52.1;;;;;;;;;;;;;;;;
323;Ingrid;Nordbotten;0;f;Sandnes Skiskytterlag;NO;Serie;K18-19;00:00:00.000;Mål;58.0;OK;31;0;7;694463;Sirdal Ski;58.0;12446910;3:27:26.9;19:42.780;0;418651;NOR;0.0;2764240;46:04.2;8:57.5;9.0;1407300;23:27.3;2:35.4;;;;;0.0;1879500;31:19.5;5:33.8;;;;;21.0;1235800;20:35.8;1:01.1;21.0;1313600;21:53.6;0:59.0;0.0;2581720;43:01.7;7:19.4;0.0;2598200;43:18.2;10:04.0;7.0;1264750;21:04.7;2:41.6;;;;;;;;;;;;
324;Nora Dokken;Berget;0;f;Svene IL;NO;Serie;K18-19;00:00:00.000;Mål;57.0;OK;32;0;5;694855;Team Kongsberg;57.0;8896760;2:28:16.7;Mangler 2;0;418651;NOR;13.0;2572110;42:52.1;5:45.4;32.0;1310600;21:50.6;0:58.7;;;;;;;;;;;;;0.0;1335000;22:15.0;2:40.3;;;;;;;;;0.0;2435200;40:35.2;7:21.0;12.0;1243850;20:43.8;2:20.7;;;;;;;;;;;;
325;Sara Holm;Lægreid;0;f;Bærums Skiklub;NO;Serie;K18-19;00:00:00.000;Mål;44.0;OK;33;0;6;941446;Wang Toppidrett;44.0;10599490;2:56:39.4;Mangler 1;0;418651;NOR;0.0;2651300;44:11.3;7:04.6;14.0;1374200;22:54.2;2:02.3;;;;;10.0;1748200;29:08.2;3:22.5;;;;;0.0;1314200;21:54.2;2:19.5;;;;;;;;;9.0;2265200;37:45.2;4:31.0;11.0;1246390;20:46.3;2:23.2;;;;;;;;;;;;
326;Mari Lindmo;Kvanneberg;0;f;Ål Skiskyttarlag;NO;Serie;K18-19;00:00:00.000;Mål;42.0;OK;34;0;7;3645831;NTG-G;42.0;12254120;3:24:14.1;16:29.990;0;418651;NOR;0.0;2773890;46:13.8;9:07.1;1.0;1454700;24:14.7;3:22.8;;;;;6.0;1762400;29:22.4;3:36.7;;;;;0.0;1392000;23:12.0;3:37.3;5.0;1383000;23:03.0;2:08.4;22.0;2225760;37:05.7;1:23.4;0.0;2388700;39:48.7;6:34.5;8.0;1262370;21:02.3;2:39.2;;;;;;;;;;;;
327;Benedicte Stien;Schreiner;0;f;Skonseng UL;NO;Serie;K18-19;00:00:00.000;Mål;40.0;OK;35;0;7;694845;Team Polarsirkelen ski;40.0;13246660;3:40:46.6;33:02.530;0;418651;NOR;0.0;2690850;44:50.8;7:44.1;0.0;1497600;24:57.6;4:05.7;;;;;0.0;1834300;30:34.3;4:48.6;;;;;0.0;1332700;22:12.7;2:38.0;8.0;1361100;22:41.1;1:46.5;32.0;2197010;36:37.0;0:54.7;0.0;2333100;38:53.1;5:38.9;0.0;1309790;21:49.7;3:26.6;;;;;;;;;;;;
328;Stine;Bratteng;0;f;Nittedal Skiskytterlag;NO;Serie;K18-19;00:00:00.000;Mål;39.0;OK;36;0;5;431738;NTG-L;39.0;9311150;2:35:11.1;Mangler 2;0;418651;NOR;0.0;2736370;45:36.3;8:29.6;;;;;;;;;16.0;1728500;28:48.5;3:02.8;;;;;0.0;1350700;22:30.7;2:56.0;;;;;;;;;14.0;2240700;37:20.7;4:06.5;9.0;1254880;20:54.8;2:31.7;;;;;;;;;;;;
329;Tori;Angell;0;f;Odda IL;NO;Serie;K18-19;00:00:00.000;Mål;36.0;OK;37;0;6;813151;Team Glalaks;36.0;10830300;3:00:30.3;Mangler 1;0;418651;NOR;1.0;2636460;43:56.4;6:49.7;17.0;1364700;22:44.7;1:52.8;;;;;0.0;1792900;29:52.9;4:07.2;;;;;0.0;1297800;21:37.8;2:03.1;13.0;1346000;22:26.0;1:31.4;5.0;2392440;39:52.4;4:10.1;;;;;;;;;;;;;;;;;;;;
330;Katarina;Aarseth;0;f;Hålandsdal IL;NO;Serie;K18-19;00:00:00.000;Mål;34.0;OK;38;0;7;694860;Team Glalaks;34.0;13257440;3:40:57.4;33:13.310;0;418651;NOR;0.0;2708810;45:08.8;8:02.1;0.0;1495300;24:55.3;4:03.4;;;;;14.0;1730800;28:50.8;3:05.1;;;;;0.0;1440700;24:00.7;4:26.0;2.0;1405400;23:25.4;2:30.8;7.0;2366870;39:26.8;3:44.5;6.0;2277200;37:57.2;4:43.0;5.0;1273060;21:13.0;2:49.9;;;;;;;;;;;;
331;Signe;Hofstad;0;f;Røros IL;NO;Serie;K18-19;00:00:00.000;Mål;32.0;OK;39;0;7;360256;;32.0;12475050;3:27:55.0;20:10.920;0;418651;NOR;0.0;2652100;44:12.1;7:05.4;2.0;1449700;24:09.7;3:17.8;;;;;0.0;1961400;32:41.4;6:55.7;;;;;8.0;1283100;21:23.1;1:48.4;4.0;1389800;23:09.8;2:15.2;0.0;2511900;41:51.9;6:09.6;0.0;2371900;39:31.9;6:17.7;18.0;1227050;20:27.0;2:03.9;;;;;;;;;;;;
332;Vibeke Kvistad;Dengerud;0;f;Steinkjer Skiklubb;NO;Serie;K18-19;00:00:00.000;Mål;31.0;OK;40;0;7;941153;Steinkjer vgs;31.0;13644830;3:47:24.8;39:40.700;0;418651;NOR;0.0;2809770;46:49.7;9:43.0;0.0;1593800;26:33.8;5:41.9;;;;;0.0;1963100;32:43.1;6:57.4;;;;;0.0;1465100;24:25.1;4:50.4;0.0;1412000;23:32.0;2:37.4;11.0;2307980;38:27.9;2:45.6;10.0;2254300;37:34.3;4:20.1;10.0;1250780;20:50.7;2:27.6;;;;;;;;;;;;
333;Hildegunn;Vekseth;0;f;Snåsa Skiskytterlag;NO;Serie;K18-19;00:00:00.000;Mål;21.0;OK;41;0;6;2177843;;21.0;10504300;2:55:04.3;Mangler 1;0;418651;NOR;;;;;;;;;;;;;0.0;1789400;29:49.4;4:03.7;;;;;12.0;1269700;21:09.7;1:35.0;0.0;1418600;23:38.6;2:44.0;9.0;2333290;38:53.2;3:10.9;0.0;2337500;38:57.5;5:43.3;0.0;1355810;22:35.8;4:12.7;;;;;;;;;;;;
334;Ingrid Stølan;Husøy;0;f;Molde og Omegn IF;NO;Serie;K18-19;00:00:00.000;Mål;19.0;OK;42;0;7;4077222;;19.0;13444670;3:44:04.6;36:20.540;0;418651;NOR;0.0;2703610;45:03.6;7:56.9;0.0;1456400;24:16.4;3:24.5;;;;;15.0;1728800;28:48.8;3:03.1;;;;;4.0;1288400;21:28.4;1:53.7;0.0;1463500;24:23.5;3:28.9;0.0;2467560;41:07.5;5:25.2;0.0;2336400;38:56.4;5:42.2;0.0;1437670;23:57.6;5:34.5;;;;;;;;;;;;
335;Sanna;Bjørkli;0;f;Froland IL;NO;Serie;K18-19;00:00:00.000;Mål;18.0;OK;43;0;7;4132500;Sirdal Ski;18.0;13688550;3:48:08.5;40:24.420;0;418651;NOR;11.0;2597040;43:17.0;6:10.3;0.0;1464400;24:24.4;3:32.5;;;;;0.0;2004900;33:24.9;7:39.2;;;;;7.0;1283700;21:23.7;1:49.0;0.0;1425500;23:45.5;2:50.9;0.0;2482910;41:22.9;5:40.6;0.0;2430100;40:30.1;7:15.9;0.0;1359520;22:39.5;4:16.4;;;;;;;;;;;;
336;Martine;Sogn-Larssen;0;f;Try, Idrettslaget;NO;Serie;K18-19;00:00:00.000;Mål;17.0;OK;44;0;2;4706091;NTG-G;17.0;3995600;1:06:35.6;Mangler 5;0;418651;NOR;17.0;2511200;41:51.2;4:44.5;0.0;1484400;24:44.4;3:52.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;Kristin;Mestad;0;f;Torridal IL - skiskyting;NO;Serie;K18-19;00:00:00.000;Mål;16.0;OK;45;0;7;4205060;Sirdal Ski;16.0;12379900;3:26:19.9;18:35.770;0;418651;NOR;0.0;2643490;44:03.4;6:56.7;0.0;1536700;25:36.7;4:44.8;;;;;3.0;1777500;29:37.5;3:51.8;;;;;0.0;1317300;21:57.3;2:22.6;0.0;1419900;23:39.9;2:45.3;0.0;2443860;40:43.8;5:01.5;0.0;2387600;39:47.6;6:33.4;13.0;1241150;20:41.1;2:18.0;;;;;;;;;;;;
338;Hanne Eggen;Persson;0;f;Vingrom IL;NO;Serie;K18-19;00:00:00.000;Mål;13.0;OK;46;0;4;694435;;13.0;6813940;1:53:33.9;Mangler 3;0;418651;NOR;;;;;;;;;;;;;0.0;1783900;29:43.9;3:58.2;;;;;0.0;1331600;22:11.6;2:36.9;0.0;1420000;23:40.0;2:45.4;13.0;2278440;37:58.4;2:16.1;;;;;;;;;;;;;;;;;;;;
339;Martine;Lundby;0;f;Østre Toten Skilag;NO;Serie;K18-19;00:00:00.000;Mål;9.0;OK;47;0;4;694475;;9.0;6950940;1:55:50.9;Mangler 3;0;418651;NOR;;;;;;;;;;;;;0.0;1848500;30:48.5;5:02.8;;;;;5.0;1287900;21:27.9;1:53.2;3.0;1397700;23:17.7;2:23.1;1.0;2416840;40:16.8;4:34.5;;;;;;;;;;;;;;;;;;;;
340;Marthe;Dehn;0;f;Bærums Skiklub;NO;Serie;K18-19;00:00:00.000;Mål;8.0;OK;48;0;6;431733;;8.0;11199570;3:06:39.5;Mangler 1;0;418651;NOR;0.0;2863670;47:43.6;10:36.9;8.0;1407400;23:27.4;2:35.5;;;;;0.0;1816600;30:16.6;4:30.9;;;;;0.0;1351200;22:31.2;2:56.5;;;;;;;;;0.0;2402500;40:02.5;6:48.3;0.0;1358200;22:38.2;4:15.1;;;;;;;;;;;;
341;Kristine Hokseng;Øien;0;f;Oppdal IL;NO;Serie;K18-19;00:00:00.000;Mål;8.0;OK;49;0;7;4190020;Meråker vgs;8.0;13763220;3:49:23.2;41:39.090;0;418651;NOR;7.0;2612650;43:32.6;6:25.9;0.0;1535400;25:35.4;4:43.5;;;;;0.0;1789900;29:49.9;4:04.2;;;;;0.0;1485400;24:45.4;5:10.7;1.0;1406200;23:26.2;2:31.6;0.0;2493470;41:33.4;5:51.1;0.0;2440200;40:40.2;7:26.0;0.0;1356950;22:36.9;4:13.8;;;;;;;;;;;;
342;Vilde Hagen;FRIIS;0;f;Ål Skiskyttarlag;NO;Serie;K18-19;00:00:00.000;Mål;7.0;OK;50;0;2;2968611;;7.0;3585540;59:45.5;Mangler 5;0;418651;NOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;2274100;37:54.1;4:39.9;0.0;1311440;21:51.4;3:28.3;;;;;;;;;;;;
343;Marie;Næss;0;f;Bjerke IL Ski;NO;Serie;K18-19;00:00:00.000;Mål;7.0;OK;51;0;4;670403;;7.0;7436060;2:03:56.0;Mangler 3;0;418651;NOR;3.0;2630860;43:50.8;6:44.1;4.0;1433100;23:53.1;3:01.2;;;;;0.0;1991200;33:11.2;7:25.5;;;;;0.0;1380900;23:00.9;3:26.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
344;Therese Eikrem;Blindheim;0;f;Fossum IF;NO;Serie;K18-19;00:00:00.000;Mål;6.0;OK;52;0;4;2966264;;6.0;7066030;1:57:46.0;Mangler 3;0;418651;NOR;;;;;;;;;;;;;0.0;1923300;32:03.3;6:17.6;;;;;;;;;6.0;1372200;22:52.2;1:57.6;;;;;0.0;2365000;39:25.0;6:10.8;0.0;1405530;23:25.5;5:02.4;;;;;;;;;;;;
345;Katinka Dorothea Rayner-Battle;Kleveland;0;f;Birkenes IL;NO;Serie;K18-19;00:00:00.000;Mål;4.0;OK;53;0;5;694476;Sirdal Ski;4.0;10177180;2:49:37.1;Mangler 2;0;418651;NOR;0.0;2943450;49:03.4;11:56.7;0.0;1621800;27:01.8;6:09.9;;;;;0.0;1944500;32:24.5;6:38.8;;;;;;;;;;;;;;;;;4.0;2281700;38:01.7;4:47.5;0.0;1385730;23:05.7;4:42.6;;;;;;;;;;;;
346;Rikke Gjeitnes;Dahle;0;f;Molde og Omegn IF;NO;Serie;K18-19;00:00:00.000;Mål;4.0;OK;53;0;6;694447;;4.0;10996040;3:03:16.0;Mangler 1;0;418651;NOR;;;;;;;;;;;;;0.0;1902200;31:42.2;5:56.5;;;;;0.0;1298300;21:38.3;2:03.6;0.0;1420500;23:40.5;2:45.9;4.0;2393510;39:53.5;4:11.2;0.0;2636000;43:56.0;10:41.8;0.0;1345530;22:25.5;4:02.4;;;;;;;;;;;;
347;Ingrid Gylterud;Kvålsgard;0;f;Fossum IF;NO;Serie;K18-19;00:00:00.000;Mål;4.0;OK;55;0;7;4710899;Wang Toppidrett;4.0;13418800;3:43:38.8;35:54.670;0;418651;NOR;0.0;2962080;49:22.0;12:15.3;0.0;1505400;25:05.4;4:13.5;;;;;;;;;;;;;0.0;1318400;21:58.4;2:23.7;0.0;1413600;23:33.6;2:39.0;0.0;2636560;43:56.5;8:14.2;1.0;2305700;38:25.7;5:11.5;3.0;1277060;21:17.0;2:53.9;;;;;;;;;;;;
348;Anne-Marie;Roset;0;f;Markane IL;NO;Serie;K18-19;00:00:00.000;Mål;2.0;OK;56;0;2;4137857;Stryn vgs;2.0;4029370;1:07:09.3;Mangler 5;0;418651;NOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;2738200;45:38.2;12:24.0;2.0;1291170;21:31.1;3:08.0;;;;;;;;;;;;
